,pl_hostname,pl_letter,pl_disc,pl_discmethod,ra,dec,pl_trandep,pl_tranflag,pl_orbsmax,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_k2flag,pl_kepflag,pl_facility,st_rad,st_teff,st_optmag,st_mass,st_logg
0,Kepler-167,b,2014,Transit,292.65844100000004,38.345413,,1,0.0483,0.14400000000000002,,,,914.0,4.3931632,0,1,Kepler,0.73,4890.0,14.023,0.77,4.61
1,Kepler-167,c,2014,Transit,292.65844100000004,38.345413,,1,0.0684,0.138,,,,768.0,7.406114,0,1,Kepler,0.73,4890.0,14.023,0.77,4.61
2,Kepler-168,b,2014,Transit,294.710165,39.825103999999996,,1,0.056,0.13,,,,,4.425391,0,1,Kepler,1.11,6282.0,14.606,,4.42
3,Kepler-169,b,2014,Transit,285.999891,40.919329,,1,0.04,0.10099999999999999,,,,,3.250619,0,1,Kepler,0.76,4997.0,14.194,0.86,4.58
4,Kepler-169,c,2014,Transit,285.999891,40.919329,,1,0.062,0.10800000000000001,,,,,6.195469,0,1,Kepler,0.76,4997.0,14.194,0.86,4.58
5,Kepler-169,d,2014,Transit,285.999891,40.919329,,1,0.075,0.11199999999999999,,,,,8.348125,0,1,Kepler,0.76,4997.0,14.194,0.86,4.58
6,Kepler-169,f,2014,Transit,285.999891,40.919329,,1,0.359,0.23,,,,,87.090195,0,1,Kepler,0.76,4997.0,14.194,0.86,4.58
7,Kepler-170,b,2014,Transit,284.52119300000004,41.629604,,1,0.08,0.285,,,,,7.930592,0,1,Kepler,1.03,5679.0,14.387,,4.45
8,Kepler-170,c,2014,Transit,284.52119300000004,41.629604,,1,0.131,0.255,,,,,16.665863,0,1,Kepler,1.03,5679.0,14.387,,4.45
9,Kepler-171,c,2014,Transit,296.77191400000004,41.755537,,1,0.098,0.228,,,,,11.463462,0,1,Kepler,0.84,5642.0,14.883,,4.57
10,Kepler-171,d,2014,Transit,296.77191400000004,41.755537,,1,0.223,0.16899999999999998,,,,,39.595519,0,1,Kepler,0.84,5642.0,14.883,,4.57
11,Kepler-172,b,2014,Transit,283.368413,41.821857,,1,0.04,0.21,,,,,2.940309,0,1,Kepler,1.08,5526.0,14.532,0.86,4.38
12,Kepler-172,c,2014,Transit,283.368413,41.821857,,1,0.068,0.255,,,,,6.388996,0,1,Kepler,1.08,5526.0,14.532,0.86,4.38
13,Kepler-172,e,2014,Transit,283.368413,41.821857,,1,0.211,0.24600000000000002,,,,,35.118736,0,1,Kepler,1.08,5526.0,14.532,0.86,4.38
14,Kepler-173,b,2014,Transit,294.646695,41.884106,,1,0.048,0.115,,,,,4.263742,0,1,Kepler,0.95,6031.0,14.209000000000001,0.78,4.4
15,Kepler-173,c,2014,Transit,294.646695,41.884106,,1,0.074,0.217,,,,,8.005777,0,1,Kepler,0.95,6031.0,14.209000000000001,0.78,4.4
16,Kepler-174,c,2014,Transit,287.439194,43.832091999999996,,1,0.214,0.133,,,,,44.000529,0,1,Kepler,0.62,4880.0,14.287,,4.68
17,Kepler-174,d,2014,Transit,287.439194,43.832091999999996,,1,0.677,0.195,,,,,247.35373,0,1,Kepler,0.62,4880.0,14.287,,4.68
18,Kepler-175,b,2014,Transit,289.553283,43.876183000000005,,1,0.105,0.228,,,,,11.903515,0,1,Kepler,1.01,6064.0,14.939,1.04,4.47
19,Kepler-176,b,2014,Transit,294.667956,43.853259,,1,0.058,0.128,,,,,5.433074,0,1,Kepler,0.89,5232.0,14.55,,4.47
20,Kepler-176,c,2014,Transit,294.667956,43.853259,,1,0.102,0.23199999999999998,,,,,12.759712,0,1,Kepler,0.89,5232.0,14.55,,4.47
21,Kepler-176,d,2014,Transit,294.667956,43.853259,,1,0.163,0.22399999999999998,,,,,25.751974,0,1,Kepler,0.89,5232.0,14.55,,4.47
22,Kepler-177,c,2013,Transit,286.047132,45.053207,,1,,0.633,0.024,0.011,-0.01,,49.412,0,1,Kepler,1.07,5942.0,15.0,1.07,4.41
23,Kepler-178,b,2014,Transit,287.101089,46.896477000000004,,1,0.085,0.259,,,,,9.576694,0,1,Kepler,1.07,5676.0,14.597999999999999,,4.33
24,Kepler-178,c,2014,Transit,287.101089,46.896477000000004,,1,0.142,0.257,,,,,20.552802,0,1,Kepler,1.07,5676.0,14.597999999999999,,4.33
25,Kepler-181,b,2014,Transit,296.151402,50.095806,,1,0.04,0.113,,,,,3.137873,0,1,Kepler,0.75,5333.0,14.707,,4.62
26,Kepler-181,c,2014,Transit,296.151402,50.095806,,1,0.049,0.17800000000000002,,,,,4.302149,0,1,Kepler,0.75,5333.0,14.707,,4.62
27,Kepler-182,b,2014,Transit,289.83011400000004,50.586246,,1,0.096,0.23,,,,,9.825792,0,1,Kepler,1.15,6250.0,14.895999999999999,1.14,4.4
28,Kepler-182,c,2014,Transit,289.83011400000004,50.586246,,1,0.157,0.306,,,,,20.684342,0,1,Kepler,1.15,6250.0,14.895999999999999,1.14,4.4
29,Kepler-183,b,2014,Transit,293.530848,39.315898,,1,0.064,0.184,,,,,5.687945,0,1,Kepler,0.96,5888.0,14.943,,4.5
30,Kepler-183,c,2014,Transit,293.530848,39.315898,,1,0.103,0.203,,,,,11.637071,0,1,Kepler,0.96,5888.0,14.943,,4.5
31,Kepler-179,b,2014,Transit,298.66373500000003,47.762043,,1,0.036,0.146,,,,,2.735926,0,1,Kepler,0.76,5302.0,14.613,,4.61
32,Kepler-184,b,2014,Transit,291.951908,43.074715000000005,,1,0.092,0.21100000000000002,,,,,10.687576,0,1,Kepler,0.87,5788.0,14.338,,4.51
33,Kepler-184,c,2014,Transit,291.951908,43.074715000000005,,1,0.141,0.17600000000000002,,,,,20.303005,0,1,Kepler,0.87,5788.0,14.338,,4.51
34,Kepler-184,d,2014,Transit,291.951908,43.074715000000005,,1,0.179,0.222,,,,,29.022358,0,1,Kepler,0.87,5788.0,14.338,,4.51
35,Kepler-179,c,2014,Transit,298.66373500000003,47.762043,,1,0.064,0.17800000000000002,,,,,6.40013,0,1,Kepler,0.76,5302.0,14.613,,4.61
36,Kepler-185,b,2014,Transit,282.468103,43.889915,,1,0.026,0.10400000000000001,,,,,1.6329,0,1,Kepler,0.81,5208.0,14.458,0.79,4.54
37,Kepler-185,c,2014,Transit,282.468103,43.889915,,1,0.139,0.18,,,,,20.729042,0,1,Kepler,0.81,5208.0,14.458,0.79,4.54
38,Kepler-180,b,2014,Transit,295.571343,49.774586,,1,0.109,0.134,,,,,13.817124,0,1,Kepler,1.06,5731.0,14.35,0.84,4.34
39,Kepler-180,c,2014,Transit,295.571343,49.774586,,1,0.229,0.26899999999999996,,,,,41.885775,0,1,Kepler,1.06,5731.0,14.35,0.84,4.34
40,Kepler-186,c,2014,Transit,298.652714,43.955017,,1,0.0451,0.11199999999999999,,,,,7.267302,0,1,Kepler,0.52,3755.0,14.625,0.54,4.74
41,Kepler-186,d,2014,Transit,298.652714,43.955017,,1,0.0781,0.125,,,,,13.342996,0,1,Kepler,0.52,3755.0,14.625,0.54,4.74
42,Kepler-186,e,2014,Transit,298.652714,43.955017,,1,0.11,0.113,,,,,22.407704,0,1,Kepler,0.52,3755.0,14.625,0.54,4.74
43,Kepler-187,b,2014,Transit,299.796456,44.089306,,1,0.059,0.126,,,,,4.938864,0,1,Kepler,1.29,6105.0,14.173,0.85,4.27
44,Kepler-187,c,2014,Transit,299.796456,44.089306,,1,0.099,0.23800000000000002,,,,,10.640263,0,1,Kepler,1.29,6105.0,14.173,0.85,4.27
45,Kepler-188,b,2014,Transit,281.27971,44.315533,,1,0.032,0.15,,,,,2.061897,0,1,Kepler,1.14,6021.0,14.674000000000001,,4.35
46,Kepler-189,b,2014,Transit,287.564731,44.305004,,1,0.088,0.10800000000000001,,,,,10.399931,0,1,Kepler,0.75,5235.0,14.859000000000002,0.79,4.62
47,Kepler-189,c,2014,Transit,287.564731,44.305004,,1,0.137,0.212,,,,,20.134866,0,1,Kepler,0.75,5235.0,14.859000000000002,0.79,4.62
48,Kepler-190,b,2014,Transit,288.584039,44.733799,,1,0.03,0.139,,,,,2.019999,0,1,Kepler,0.8,5106.0,14.137,0.84,4.56
49,Kepler-196,b,2014,Transit,284.968519,42.079205,,1,0.138,0.17,,,,,20.739886,0,1,Kepler,0.78,5128.0,14.157,,4.57
50,Kepler-197,b,2014,Transit,295.22643500000004,50.559006,,1,0.06,0.091,,,,,5.599308,0,1,Kepler,1.12,6004.0,11.811,,4.3
51,Kepler-197,c,2014,Transit,295.22643500000004,50.559006,,1,0.09,0.11,,,,,10.349695,0,1,Kepler,1.12,6004.0,11.811,,4.3
52,Kepler-197,d,2014,Transit,295.22643500000004,50.559006,,1,0.119,0.109,,,,,15.677563,0,1,Kepler,1.12,6004.0,11.811,,4.3
53,Kepler-197,e,2014,Transit,295.22643500000004,50.559006,,1,0.164,0.081,,,,,25.209715,0,1,Kepler,1.12,6004.0,11.811,,4.3
54,Kepler-198,c,2014,Transit,290.67312999999996,38.691010999999996,,1,0.259,0.22,,,,,49.567416,0,1,Kepler,0.94,5574.0,13.597000000000001,0.93,4.47
55,Kepler-199,b,2014,Transit,295.559419,40.236271,,1,0.158,0.27699999999999997,,,,,23.637604,0,1,Kepler,0.97,5644.0,13.595,,4.44
56,Kepler-199,c,2014,Transit,295.559419,40.236271,,1,0.316,0.29,,,,,67.093408,0,1,Kepler,0.97,5644.0,13.595,,4.44
57,Kepler-200,c,2014,Transit,284.40992,41.237465,,1,0.09,0.142,,,,,10.222157,0,1,Kepler,0.94,5678.0,13.984000000000002,,4.45
58,Kepler-190,c,2014,Transit,288.584039,44.733799,,1,0.045,0.13,,,,,3.763024,0,1,Kepler,0.8,5106.0,14.137,0.84,4.56
59,Kepler-191,c,2014,Transit,291.183386,45.323177,,1,0.128,0.166,,,,,17.738506,0,1,Kepler,0.79,5282.0,14.808,0.85,4.59
60,Kepler-192,b,2014,Transit,287.917924,45.592876000000004,,1,0.09,0.244,,,,,9.926746,0,1,Kepler,1.01,5479.0,14.129000000000001,,4.43
61,Kepler-192,c,2014,Transit,287.917924,45.592876000000004,,1,0.15,0.249,,,,,21.2234,0,1,Kepler,1.01,5479.0,14.129000000000001,,4.43
62,Kepler-201,b,2014,Transit,293.62604,41.272827,,1,0.175,0.21899999999999997,,,,,25.672083,0,1,Kepler,1.23,6065.0,13.004000000000001,1.17,4.29
63,Kepler-201,c,2014,Transit,293.62604,41.272827,,1,0.573,0.254,,,,,151.884058,0,1,Kepler,1.23,6065.0,13.004000000000001,1.17,4.29
64,Kepler-193,c,2014,Transit,296.498596,46.577244,,1,0.286,0.245,,,,,50.697494,0,1,Kepler,1.15,6335.0,14.615,,4.4
65,Kepler-194,b,2014,Transit,291.971445,47.864174,,1,0.032,0.135,,,,,2.092281,0,1,Kepler,1.02,6089.0,14.915,,4.42
66,Kepler-203,b,2014,Transit,297.089977,41.388039,,1,0.043,0.22899999999999998,,,,,3.162697,0,1,Kepler,1.11,5821.0,13.989,0.98,4.36
67,Kepler-194,c,2014,Transit,291.971445,47.864174,,1,0.131,0.231,,,,,17.308032,0,1,Kepler,1.02,6089.0,14.915,,4.42
68,Kepler-195,b,2014,Transit,288.120962,47.966667,,1,0.077,0.18100000000000002,,,,,8.307872,0,1,Kepler,0.78,5329.0,14.812999999999999,,4.6
69,Kepler-195,c,2014,Transit,288.120962,47.966667,,1,0.197,0.138,,,,,34.096863,0,1,Kepler,0.78,5329.0,14.812999999999999,,4.6
70,Kepler-203,c,2014,Transit,297.089977,41.388039,,1,0.061,0.22,,,,,5.370647,0,1,Kepler,1.11,5821.0,13.989,0.98,4.36
71,Kepler-203,d,2014,Transit,297.089977,41.388039,,1,0.1,0.128,,,,,11.32972,0,1,Kepler,1.11,5821.0,13.989,0.98,4.36
72,Kepler-204,c,2014,Transit,285.347187,41.761925,,1,0.173,0.16,,,,,25.660593,0,1,Kepler,1.24,5812.0,13.909,0.96,4.27
73,Kepler-205,b,2014,Transit,285.287111,41.861171999999996,,1,0.032,0.135,,,,,2.75564,0,1,Kepler,0.55,4321.0,13.505999999999998,,4.74
74,HATS-6,b,2015,Transit,88.14679699999999,-19.031655999999998,3.23,1,0.03623,0.998,0.319,0.07,-0.07,713.0,3.3252725,0,0,HATSouth,0.57,3724.0,15.16,0.57,4.68
75,HD 142,b,2001,Radial Velocity,1.579898,-49.075191,,0,1.02,,1.25,0.15,-0.15,,349.7,0,0,Anglo-Australian Telescope,1.47,6245.0,5.7,1.23,4.62
76,HD 142,c,2012,Radial Velocity,1.579898,-49.075191,,0,6.8,,5.3,0.7,-0.7,,6005.0,0,0,Anglo-Australian Telescope,1.47,6245.0,5.7,1.23,4.62
77,HD 1502,b,2011,Radial Velocity,4.82111,14.054754999999998,,0,1.31,,3.1,0.2,-0.2,,431.8,0,0,W. M. Keck Observatory,4.5,5049.0,8.52,1.61,3.4
78,HD 1605,b,2015,Radial Velocity,5.13133,30.974804,,0,1.48,,0.96,0.06,-0.04,,577.9,0,0,Multiple Observatories,3.8,4757.0,7.52,1.31,3.4
79,HD 1666,b,2015,Radial Velocity,5.218084999999999,-19.931225,,0,0.94,,6.43,0.31,-0.22,,270.0,0,0,Multiple Observatories,1.93,6317.0,8.17,1.5,4.06
80,HD 1690,b,2010,Radial Velocity,5.305497,-8.281169,,0,1.3,,6.1,0.9,-0.9,,533.0,0,0,La Silla Observatory,16.7,4393.0,9.17,1.09,2.12
81,HD 2039,b,2002,Radial Velocity,6.084491000000001,-56.650047,,0,2.23,,6.11,0.82,-0.82,,1120.0,0,0,Anglo-Australian Telescope,,5941.0,9.0,1.17,4.38
82,HD 2638,b,2005,Radial Velocity,7.499466,-5.764002,,0,0.044,,0.48,,,,3.4442,0,0,La Silla Observatory,,5192.0,9.375,0.93,4.29
83,HD 3651,b,2003,Radial Velocity,9.840858,21.250473,,0,0.295,,0.229,0.008,-0.008,,62.218,0,0,Multiple Observatories,,5221.0,5.86,0.88,
84,HAT-P-44,c,2014,Radial Velocity,213.14407400000002,47.014687,,0,1.752,,4.0,1.4,-0.8,,872.2,0,0,W. M. Keck Observatory,0.95,5295.0,,0.94,4.46
85,HD 4113,b,2007,Radial Velocity,10.802486,-37.982632,,0,1.28,,1.56,0.04,-0.04,,526.62,0,0,La Silla Observatory,,5688.0,7.881,0.99,4.4
86,HAT-P-45,b,2014,Transit,274.373238,-3.381036,,1,0.0452,1.426,0.892,0.137,-0.099,1652.0,3.128992,0,0,HATNet,1.32,6330.0,,1.26,4.3
87,HD 4203,b,2001,Radial Velocity,11.171676,20.448926999999998,,0,1.1735,,1.82,0.05,-0.05,,437.05,0,0,W. M. Keck Observatory,,5702.0,8.687000000000001,1.13,4.36
88,HD 4208,b,2001,Radial Velocity,11.111042999999999,-26.51568,,0,1.65,,0.804,0.073,-0.073,,828.0,0,0,W. M. Keck Observatory,,5600.0,7.78,0.87,4.52
89,HD 4308,b,2005,Radial Velocity,11.163615,-65.649521,,0,0.115,,0.0442,,,,15.56,0,0,La Silla Observatory,,5685.0,6.56,0.83,4.49
90,HAT-P-46,b,2014,Transit,270.44420099999996,-2.9709470000000002,,1,0.0577,1.284,0.493,0.082,-0.052,1458.0,4.463129,0,0,HATNet,1.4,6120.0,,1.28,4.25
91,HAT-P-54,b,2015,Transit,99.898003,25.48254,,1,0.04117,0.9440000000000001,0.76,0.032,-0.032,818.0,3.799847,0,0,HATNet,0.62,4390.0,13.6,0.65,4.67
92,HATS-2,b,2013,Transit,176.739094,-22.562992,,1,0.023,1.168,1.345,0.15,-0.15,1577.0,1.354133,0,0,HATSouth,0.9,5227.0,13.562000000000001,0.88,4.48
93,HATS-3,b,2013,Transit,312.45743999999996,-24.428793,,1,0.0485,1.381,1.071,0.136,-0.136,1648.0,3.547851,0,0,HATSouth,1.4,6351.0,12.44,1.21,4.22
94,HATS-5,b,2014,Transit,67.222871,-21.481916000000002,,1,0.0542,0.912,0.237,0.012,-0.012,1025.0,4.763387,0,0,HATSouth,0.87,5304.0,12.63,0.94,4.53
95,HD 4732,b,2012,Radial Velocity,12.308117,-24.136671,,0,1.19,,2.37,0.34,-0.34,,360.2,0,0,Multiple Observatories,5.4,4959.0,5.89,1.74,3.16
96,HD 5319,c,2014,Radial Velocity,13.755835999999999,0.789553,,0,2.071,,1.15,0.08,-0.08,,886.0,0,0,W. M. Keck Observatory,3.85,4958.0,8.05,1.51,3.45
97,HD 5608,b,2012,Radial Velocity,14.559246,33.950886,,0,1.9,,1.4,,,,792.6,0,0,Okayama Astrophysical Observatory,5.5,4854.0,5.98,1.55,
98,HD 5891,b,2011,Radial Velocity,15.1383,20.292483999999998,,0,0.76,,7.6,0.4,-0.4,,177.11,0,0,W. M. Keck Observatory,8.7,4907.0,8.25,1.91,2.9
99,HD 6434,b,2003,Radial Velocity,16.167295000000003,-39.488215999999994,,0,0.148,,0.44,0.01,-0.01,,22.017,0,0,La Silla Observatory,1.14,5690.0,7.71,0.89,4.29
100,HD 11977,b,2005,Radial Velocity,28.733881,-67.647301,,0,1.93,,6.54,,,,711.0,0,0,La Silla Observatory,10.09,4970.0,4.69,1.91,2.9
101,HD 11964,c,2008,Radial Velocity,29.290026,-10.242428,,0,0.229,,0.0788,0.0097,-0.0097,,37.91,0,0,W. M. Keck Observatory,,5349.0,6.42,1.12,4.03
102,HD 12661,c,2002,Radial Velocity,31.142865999999998,25.414305,,0,2.8145,,1.812,0.048,-0.048,,1708.0,0,0,Multiple Observatories,1.11,5748.0,7.425,1.02,
103,HD 13189,b,2005,Radial Velocity,32.417381,32.316437,,0,1.85,,14.0,6.0,-6.0,,471.6,0,0,Thueringer Landessternwarte Tautenburg,,,7.556,,
104,HD 13908,c,2013,Radial Velocity,34.560665,65.59436,,0,2.03,,5.13,0.25,-0.25,,931.0,0,0,Haute-Provence Observatory,1.67,6255.0,7.507999999999999,1.29,4.11
105,HD 13931,b,2009,Radial Velocity,34.197414,43.772995,,0,5.15,,1.88,0.15,-0.15,,4218.0,0,0,W. M. Keck Observatory,1.23,5829.0,7.597,1.02,4.3
106,HD 16141,b,2000,Radial Velocity,38.833034999999995,-3.560602,,0,0.363,,0.26,0.028,-0.028,,75.523,0,0,W. M. Keck Observatory,,5794.0,6.83,1.12,4.22
107,HD 16175,b,2009,Radial Velocity,39.257961,42.062634,,0,2.148,,4.77,0.37,-0.37,,995.4,0,0,Lick Observatory,,6022.0,7.282,1.34,4.21
108,HD 7199,b,2011,Radial Velocity,17.696762,-66.188164,,0,1.36,,0.29,0.023,-0.023,,615.0,0,0,La Silla Observatory,0.96,5386.0,8.027000000000001,0.89,4.34
109,HD 7449,b,2011,Radial Velocity,18.622173,-5.0473870000000005,,0,2.3,,1.11,0.27,-0.37,,1275.0,0,0,La Silla Observatory,1.01,6024.0,7.483,1.05,4.51
110,HD 7924,b,2008,Radial Velocity,20.496313,76.71028100000001,,0,0.056639999999999996,,0.02731,0.00164,-0.0016,826.0,5.39792,0,0,W. M. Keck Observatory,0.78,5075.0,7.185,0.83,4.59
111,HD 7924,c,2015,Radial Velocity,20.496313,76.71028100000001,,0,0.1134,,0.024730000000000002,0.0023,-0.00223,584.0,15.299,0,0,W. M. Keck Observatory,0.78,5075.0,7.185,0.83,4.59
112,HD 8535,b,2010,Radial Velocity,20.905148999999998,-41.269802,,0,2.45,,0.68,0.07,-0.04,,1313.0,0,0,La Silla Observatory,1.19,6136.0,7.7,1.13,4.46
113,HD 8574,b,2002,Radial Velocity,21.302153,28.566692,,0,0.757,,1.8,0.06,-0.06,,227.0,0,0,Haute-Provence Observatory,,6050.0,7.112,1.12,
114,HD 9446,b,2009,Radial Velocity,23.334101,29.265147999999996,,0,0.189,,0.7,0.06,-0.06,,30.052,0,0,Haute-Provence Observatory,1.0,5793.0,8.369,1.0,4.53
115,HD 9446,c,2009,Radial Velocity,23.334101,29.265147999999996,,0,0.654,,1.82,0.17,-0.17,,192.9,0,0,Haute-Provence Observatory,1.0,5793.0,8.369,1.0,4.53
116,HD 10180,d,2010,Radial Velocity,24.473233999999998,-60.511528000000006,,0,0.12859,,0.0378,0.0022,-0.0022,,16.357,0,0,La Silla Observatory,1.11,5911.0,7.321000000000001,1.06,4.39
117,HD 10180,e,2010,Radial Velocity,24.473233999999998,-60.511528000000006,,0,0.2699,,0.0805,0.0032,-0.0032,,49.748,0,0,La Silla Observatory,1.11,5911.0,7.321000000000001,1.06,4.39
118,HD 10180,f,2010,Radial Velocity,24.473233999999998,-60.511528000000006,,0,0.4929,,0.0722,0.0047,-0.0047,,122.744,0,0,La Silla Observatory,1.11,5911.0,7.321000000000001,1.06,4.39
119,HD 10180,h,2010,Radial Velocity,24.473233999999998,-60.511528000000006,,0,3.381,,0.2066,0.0139,-0.0139,,2205.0,0,0,La Silla Observatory,1.11,5911.0,7.321000000000001,1.06,4.39
120,HD 10442,b,2014,Radial Velocity,25.471457,2.704376,,0,2.335,,2.1,0.15,-0.15,,1043.0,0,0,W. M. Keck Observatory,,5034.0,7.84,1.56,3.5
121,HD 10697,b,1999,Radial Velocity,26.232603000000005,20.083149,,0,2.131,,6.21,0.15,-0.15,,1075.2,0,0,W. M. Keck Observatory,,5680.0,6.279,1.11,
122,HD 11506,b,2007,Radial Velocity,28.210558000000002,-19.506975,,0,2.708,,4.21,0.07,-0.07,,1627.5,0,0,W. M. Keck Observatory,1.33,6055.0,7.51,1.24,4.3
123,HD 11506,c,2008,Radial Velocity,28.210558000000002,-19.506975,,0,0.721,,0.36,0.02,-0.02,,223.6,0,0,W. M. Keck Observatory,1.33,6055.0,7.51,1.24,4.3
124,Kepler-205,c,2014,Transit,285.287111,41.861171999999996,,1,0.122,0.146,,,,,20.306546,0,1,Kepler,0.55,4321.0,13.505999999999998,,4.74
125,Kepler-206,c,2014,Transit,291.63467799999995,41.833866,,1,0.111,0.158,,,,,13.137471,0,1,Kepler,1.19,5764.0,13.484000000000002,0.94,4.31
126,Kepler-206,d,2014,Transit,291.63467799999995,41.833866,,1,0.163,0.106,,,,,23.44281,0,1,Kepler,1.19,5764.0,13.484000000000002,0.94,4.31
127,Kepler-207,b,2014,Transit,290.030517,42.16605,,1,0.029,0.14,,,,,1.611865,0,1,Kepler,1.59,5920.0,13.182,,4.13
128,Kepler-207,d,2014,Transit,290.030517,42.16605,,1,0.068,0.295,,,,,5.868075,0,1,Kepler,1.59,5920.0,13.182,,4.13
129,Kepler-208,b,2014,Transit,293.890206,42.528008,,1,0.054,0.145,,,,,4.22864,0,1,Kepler,1.31,6092.0,13.749,1.03,4.26
130,Kepler-208,c,2014,Transit,293.890206,42.528008,,1,0.079,0.124,,,,,7.466623,0,1,Kepler,1.31,6092.0,13.749,1.03,4.26
131,Kepler-208,e,2014,Transit,293.890206,42.528008,,1,0.132,0.132,,,,,16.259458,0,1,Kepler,1.31,6092.0,13.749,1.03,4.26
132,Kepler-209,b,2014,Transit,291.169537,42.640812,,1,0.122,0.20199999999999999,,,,,16.087845,0,1,Kepler,0.94,5513.0,13.998,,4.47
133,Kepler-209,c,2014,Transit,291.169537,42.640812,,1,0.231,0.27699999999999997,,,,,41.749882,0,1,Kepler,0.94,5513.0,13.998,,4.47
134,Kepler-210,b,2014,Transit,292.503389,43.083149,,1,0.032,0.262,,,,,2.453234,0,1,Kepler,0.65,4559.0,13.822000000000001,,4.66
135,Kepler-211,b,2014,Transit,285.439151,43.168484,,1,0.048,0.11199999999999999,,,,,4.138575,0,1,Kepler,0.82,5123.0,13.283,0.97,4.55
136,Kepler-211,c,2014,Transit,285.439151,43.168484,,1,0.062,0.115,,,,,6.04045,0,1,Kepler,0.82,5123.0,13.283,0.97,4.55
137,Kepler-212,b,2014,Transit,287.620834,43.141678000000006,,1,0.133,0.09699999999999999,,,,,16.257582,0,1,Kepler,1.46,5852.0,13.177999999999999,1.16,4.18
138,Kepler-213,b,2014,Transit,290.824182,44.647186,,1,0.036,0.145,,,,,2.46236,0,1,Kepler,1.2,5696.0,13.648,0.94,4.31
139,Kepler-213,c,2014,Transit,290.824182,44.647186,,1,0.057,0.209,,,,,4.822962,0,1,Kepler,1.2,5696.0,13.648,0.94,4.31
140,HAT-P-36,b,2011,Transit,188.266255,44.915352,,1,0.0238,1.264,1.832,0.099,-0.099,1823.0,1.327347,0,0,HATNet,1.1,5560.0,12.262,1.02,
141,HAT-P-37,b,2011,Transit,284.296064,51.269138,1.899,1,0.0379,1.178,1.169,0.103,-0.103,1271.0,2.797436,0,0,HATNet,0.88,5500.0,13.23,0.93,
142,HAT-P-38,b,2012,Transit,35.383234,32.246151,,1,0.0523,0.825,0.267,0.02,-0.02,1082.0,4.640382,0,0,HATNet,0.92,5330.0,12.557,0.89,
143,HAT-P-39,b,2012,Transit,113.758247,17.830082,0.999,1,0.0509,1.571,0.599,0.099,-0.099,1752.0,3.54387,0,0,HATNet,1.62,6430.0,12.422,1.4,
144,HAT-P-40,b,2012,Transit,335.512861,45.457378000000006,0.404,1,0.0608,1.73,0.615,0.038,-0.038,1770.0,4.457243,0,0,HATNet,2.21,6080.0,11.699000000000002,1.51,
145,HAT-P-41,b,2012,Transit,297.32265099999995,4.672421,0.771,1,0.0426,1.685,0.8,0.102,-0.102,1941.0,2.694047,0,0,HATNet,1.68,6390.0,,1.42,
146,HAT-P-42,b,2012,Transit,135.344391,6.097230000000001,,1,0.0575,1.28,1.044,0.083,-0.083,1428.0,4.641878,0,0,HATNet,1.53,5743.0,12.168,1.18,4.14
147,HAT-P-43,b,2012,Transit,128.925737,10.206653,,1,0.0443,1.281,0.662,0.06,-0.06,1361.0,3.332687,0,0,HATNet,1.1,5645.0,13.356,1.05,4.37
148,HAT-P-44,b,2014,Transit,213.14407400000002,47.014687,,1,0.0507,1.242,0.352,0.029,-0.029,1108.0,4.301219,0,0,HATNet,0.95,5295.0,,0.94,4.46
149,GJ 581,b,2005,Radial Velocity,229.861771,-7.7222800000000005,,0,0.04061,,0.0497,0.0009,-0.0009,,5.3686,0,0,La Silla Observatory,0.29,,10.56,0.31,
150,GJ 581,c,2007,Radial Velocity,229.861771,-7.7222800000000005,,0,0.0721,,0.0173,0.0009,-0.0009,,12.914,0,0,La Silla Observatory,0.29,,10.56,0.31,
151,GJ 649,b,2009,Radial Velocity,254.53687999999997,25.74416,,0,1.135,,0.328,0.032,-0.032,,598.3,0,0,W. M. Keck Observatory,,3700.0,9.69,0.54,
152,GJ 667 C,b,2011,Radial Velocity,259.745085,-34.996827,,0,0.0505,,0.018,0.004,-0.004,,7.2004,0,0,La Silla Observatory,,3350.0,10.22,0.33,4.69
153,GJ 163,b,2013,Radial Velocity,62.315273,-53.373699,,0,0.0607,,0.03335,0.0018899999999999998,-0.0018899999999999998,,8.63182,0,0,La Silla Observatory,,3500.0,11.81,0.4,
154,GJ 667 C,c,2011,Radial Velocity,259.745085,-34.996827,,0,0.125,,0.012,0.005,-0.004,,28.14,0,0,La Silla Observatory,,3350.0,10.22,0.33,4.69
155,GJ 163,c,2013,Radial Velocity,62.315273,-53.373699,,0,0.1254,,0.0214,0.00283,-0.00283,,25.63058,0,0,La Silla Observatory,,3500.0,11.81,0.4,
156,GJ 163,d,2013,Radial Velocity,62.315273,-53.373699,,0,1.0304,,0.0925,0.00912,-0.00912,,603.95116,0,0,La Silla Observatory,,3500.0,11.81,0.4,
157,GJ 317,b,2007,Radial Velocity,130.24673,-23.456289,,0,1.15,,2.5,0.7,-0.4,,692.0,0,0,W. M. Keck Observatory,,3510.0,11.97,0.42,
158,GJ 433,b,2011,Radial Velocity,173.86228899999998,-32.539970000000004,,0,0.058,,0.018,,,,7.3709,0,0,La Silla Observatory,,3600.0,9.806000000000001,0.48,
