,pl_hostname,pl_letter,pl_disc,pl_discmethod,ra,dec,pl_trandep,pl_tranflag,pl_orbsmax,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_k2flag,pl_kepflag,pl_facility,st_rad,st_teff,st_optmag,st_mass,st_logg
1097,Kepler-1182,b,2016,Transit,296.307949,43.82135,,1,,0.215,,,,,11.17394617,0,1,Kepler,1.05,5924.0,15.356,1.04,4.41
1098,Kepler-1183,b,2016,Transit,292.232425,38.892222,,1,,0.252,,,,,28.5057189,0,1,Kepler,0.99,5765.0,15.777999999999999,1.0,4.45
1099,Kepler-1184,b,2016,Transit,291.28205499999996,46.965996000000004,,1,,0.239,,,,,53.5991044,0,1,Kepler,1.07,5983.0,14.953,1.05,4.41
1100,Kepler-1186,b,2016,Transit,288.479641,47.101768,,1,,0.19899999999999998,,,,,16.07677615,0,1,Kepler,0.93,5635.0,15.306,0.95,4.49
1101,Kepler-1187,b,2016,Transit,286.892005,38.318556,,1,,0.233,,,,,18.87064068,0,1,Kepler,1.09,5975.0,14.562000000000001,1.06,4.39
1102,Kepler-1188,b,2016,Transit,283.103838,43.148045,,1,,0.18600000000000003,,,,,17.1369543,0,1,Kepler,1.06,5913.0,15.004000000000001,1.04,4.4
1103,Kepler-1189,b,2016,Transit,298.42634300000003,47.946785,,1,,0.158,,,,,3.78858982,0,1,Kepler,1.16,6012.0,14.285,1.11,4.36
1104,Kepler-1190,b,2016,Transit,284.999621,49.479977000000005,,1,,0.11900000000000001,,,,,10.45843441,0,1,Kepler,0.72,4730.0,14.470999999999998,0.76,4.62
1105,Kepler-1191,b,2016,Transit,291.65777599999996,48.009315,,1,,0.135,,,,,5.60014851,0,1,Kepler,0.81,5308.0,15.378,0.85,4.56
1106,Kepler-1192,b,2016,Transit,282.14056600000004,43.89658,,1,,0.21100000000000002,,,,,25.2034787,0,1,Kepler,0.83,5438.0,15.684000000000001,0.86,4.55
1107,Kepler-1193,b,2016,Transit,288.14475899999996,51.275627,,1,,0.11800000000000001,,,,,2.83265213,0,1,Kepler,1.21,5908.0,13.467,1.08,4.31
1108,Kepler-1194,b,2016,Transit,291.69953799999996,38.145265,,1,,0.135,,,,,16.22371307,0,1,Kepler,0.92,5590.0,14.129000000000001,0.94,4.49
1109,Kepler-1195,b,2016,Transit,284.351087,40.852979,,1,,0.18600000000000003,,,,,8.49642241,0,1,Kepler,0.71,4965.0,15.888,0.74,4.61
1110,Kepler-1196,b,2016,Transit,292.369561,43.910809,,1,,0.19899999999999998,,,,,66.1849031,0,1,Kepler,0.97,5756.0,14.862,0.98,4.46
1111,Kepler-1200,b,2016,Transit,296.60345099999995,44.129257,,1,,0.095,,,,,1.11854972,0,1,Kepler,0.7,4612.0,15.793,0.74,4.63
1112,Kepler-1201,b,2016,Transit,294.614827,40.833172,,1,,0.204,,,,,15.18725932,0,1,Kepler,1.24,6177.0,14.724,1.15,4.32
1113,Kepler-1202,b,2016,Transit,292.290612,44.653255,,1,,0.262,,,,,28.6851324,0,1,Kepler,1.04,5834.0,15.658,1.03,4.42
1114,Kepler-1203,b,2016,Transit,292.77338399999996,44.178127,,1,,0.095,,,,,0.58800076,0,1,Kepler,0.61,4105.0,14.934000000000001,0.64,4.67
1115,Kepler-1204,b,2016,Transit,289.441483,42.498135,,1,,0.272,,,,,85.7350285,0,1,Kepler,1.03,5825.0,15.300999999999998,1.03,4.42
1116,Kepler-1205,b,2016,Transit,290.27970899999997,41.515049,,1,,0.126,,,,,1.07839035,0,1,Kepler,0.81,5226.0,15.142999999999999,0.84,4.56
1117,Kepler-1206,b,2016,Transit,295.938407,49.791145,,1,,0.146,,,,,1.21699766,0,1,Kepler,0.75,4877.0,15.975,0.8,4.6
1118,Kepler-1207,b,2016,Transit,295.06424300000003,49.358994,,1,,0.145,,,,,13.68237119,0,1,Kepler,1.06,5909.0,14.5,1.06,4.41
1119,Kepler-1208,b,2016,Transit,291.881263,44.555729,,1,,0.207,,,,,11.08507637,0,1,Kepler,0.76,5001.0,15.937999999999999,0.8,4.59
1120,Kepler-1209,b,2016,Transit,287.584891,49.154793,,1,,0.135,,,,,25.369116,0,1,Kepler,1.38,6210.0,12.475999999999999,1.23,4.24
1121,Kepler-1210,b,2016,Transit,292.832145,48.219357,,1,,0.152,,,,,8.07124073,0,1,Kepler,0.92,5568.0,15.552999999999999,0.94,4.49
1122,Kepler-1211,b,2016,Transit,285.72078799999997,40.856961,,1,,0.22699999999999998,,,,,11.01816836,0,1,Kepler,0.94,5705.0,15.832,0.96,4.48
1123,Kepler-1212,b,2016,Transit,296.853432,50.037354,,1,,0.191,,,,,12.94130146,0,1,Kepler,1.15,6051.0,15.012,1.1,4.36
1124,Kepler-1213,b,2016,Transit,289.48582200000004,50.944164,,1,,0.106,,,,,5.34982412,0,1,Kepler,1.21,6050.0,13.386,1.14,4.33
1125,Kepler-1214,b,2016,Transit,285.142638,49.800667,,1,,0.21100000000000002,,,,,18.82634264,0,1,Kepler,0.8,5130.0,15.279000000000002,0.85,4.57
1126,Kepler-1215,b,2016,Transit,297.46362200000004,48.181416,,1,,0.109,,,,,4.76703963,0,1,Kepler,0.93,5616.0,14.431,0.95,4.48
1127,Kepler-1216,b,2016,Transit,287.405321,45.918007,,1,,0.124,,,,,4.37034536,0,1,Kepler,0.98,5743.0,15.133,0.99,4.46
1128,Kepler-1217,b,2016,Transit,289.186676,50.937557,,1,,0.17800000000000002,,,,,2.03232507,0,1,Kepler,1.08,5905.0,15.298,1.06,4.4
1129,Kepler-1218,b,2016,Transit,291.578982,44.531715000000005,,1,,0.128,,,,,22.9221266,0,1,Kepler,1.1,5986.0,13.578,1.06,4.38
1130,Kepler-1219,b,2016,Transit,297.215809,47.378515,,1,,0.18899999999999997,,,,,16.10467749,0,1,Kepler,1.94,5944.0,12.249,1.25,3.97
1131,Kepler-1220,b,2016,Transit,297.07036899999997,42.977740999999995,,1,,0.136,,,,,7.42693741,0,1,Kepler,0.99,5842.0,14.985,1.0,4.45
1132,Kepler-1221,b,2016,Transit,285.82234900000003,45.711890999999994,,1,,0.168,,,,,12.00096042,0,1,Kepler,0.82,5194.0,15.562999999999999,0.87,4.55
1133,Kepler-1222,b,2016,Transit,294.889655,49.379768,,1,,0.07,,,,,1.91694425,0,1,Kepler,0.8,5239.0,14.1,0.84,4.56
1134,Kepler-1223,b,2016,Transit,285.29575,44.552753,,1,,0.109,,,,,16.301259,0,1,Kepler,0.75,4870.0,14.61,0.8,4.6
1135,Kepler-1225,b,2016,Transit,290.63329100000004,40.136994,,1,,0.162,,,,,7.01075434,0,1,Kepler,1.19,6140.0,14.689,1.13,4.34
1136,Kepler-1226,b,2016,Transit,296.376909,50.621468,,1,,0.129,,,,,17.2923453,0,1,Kepler,1.02,5923.0,14.15,1.02,4.43
1137,Kepler-1227,b,2016,Transit,287.066378,41.874908000000005,,1,,0.204,,,,,94.2887577,0,1,Kepler,0.95,5747.0,14.183,0.97,4.47
1138,Kepler-1228,b,2016,Transit,296.553083,46.96629,,1,,0.13699999999999998,,,,,0.57736958,0,1,Kepler,0.74,5063.0,14.859000000000002,0.78,4.59
1139,Kepler-1230,b,2016,Transit,283.2645,41.711449,,1,,0.242,,,,,9.95661537,0,1,Kepler,1.08,5961.0,15.309000000000001,1.06,4.4
1140,Kepler-1231,b,2016,Transit,288.588357,42.605659,,1,,0.127,,,,,10.41725184,0,1,Kepler,1.0,5778.0,14.745999999999999,1.01,4.44
1141,Kepler-1232,b,2016,Transit,296.550043,49.102321999999994,,1,,0.172,,,,,26.7839183,0,1,Kepler,0.89,5471.0,14.802999999999999,0.92,4.51
1142,Kepler-1233,b,2016,Transit,297.375101,46.662216,,1,,0.23199999999999998,,,,,45.1263042,0,1,Kepler,1.25,6198.0,14.689,1.16,4.3
1143,Kepler-1235,b,2016,Transit,284.903015,43.953959999999995,,1,,0.07,,,,,4.16055856,0,1,Kepler,0.9,5541.0,13.889000000000001,0.93,4.5
1144,Kepler-1236,b,2016,Transit,295.624706,42.545898,,1,,0.191,,,,,31.0571618,0,1,Kepler,0.82,5337.0,15.956,0.86,4.55
1145,Kepler-1391,b,2016,Transit,294.831023,46.659591999999996,,1,,0.15,,,,,54.4092333,0,1,Kepler,1.1,5840.0,13.852,1.03,4.36
1146,Kepler-1393,b,2016,Transit,284.459458,40.142553,,1,,0.071,,,,,2.44357812,0,1,Kepler,0.92,5697.0,13.347999999999999,0.95,4.5
1147,Kepler-1394,b,2016,Transit,283.4532,45.084140999999995,,1,,0.124,,,,,3.93766373,0,1,Kepler,2.55,6481.0,11.800999999999998,1.64,3.84
1148,Kepler-1395,b,2016,Transit,292.33755099999996,47.6642,,1,,0.071,,,,,3.78470649,0,1,Kepler,1.23,6138.0,12.581,1.17,4.33
1149,Kepler-1397,b,2016,Transit,299.675859,47.075844000000004,,1,,0.153,,,,,47.449955,0,1,Kepler,1.12,6026.0,14.089,1.09,4.37
1150,Kepler-1371,b,2016,Transit,288.831383,47.551994,,1,,0.065,,,,,3.4462039,0,1,Kepler,0.83,5361.0,13.850999999999999,0.87,4.55
1151,Kepler-1371,c,2016,Transit,288.831383,47.551994,,1,,0.057,,,,,2.00541269,0,1,Kepler,0.83,5361.0,13.850999999999999,0.87,4.55
1152,Kepler-1372,b,2016,Transit,288.886635,44.83955,,1,,0.113,,,,,1.31155557,0,1,Kepler,0.97,5677.0,15.370999999999999,0.98,4.46
1153,Kepler-1373,b,2016,Transit,285.752049,39.249204999999996,,1,,0.10300000000000001,,,,,1.29123275,0,1,Kepler,1.33,6299.0,14.135,1.22,4.27
1154,Kepler-1374,b,2016,Transit,291.349983,45.172267,,1,,0.204,,,,,10.65276707,0,1,Kepler,0.81,5323.0,15.97,0.85,4.56
1155,Kepler-1375,b,2016,Transit,296.293558,43.403267,,1,,0.155,,,,,3.3004192,0,1,Kepler,1.78,6704.0,13.749,1.47,4.11
1156,Kepler-1376,b,2016,Transit,286.958437,42.541385999999996,,1,,0.094,,,,,5.30880656,0,1,Kepler,0.97,5659.0,14.699000000000002,0.98,4.46
1157,Kepler-1377,b,2016,Transit,289.19545800000003,46.651703000000005,,1,,0.11199999999999999,,,,,0.74092842,0,1,Kepler,0.82,5218.0,15.918,0.86,4.55
1158,Kepler-1378,b,2016,Transit,297.373313,40.366398,,1,,0.196,,,,,11.95398936,0,1,Kepler,0.67,4407.0,15.911,0.7,4.63
1159,Kepler-1379,b,2016,Transit,293.670471,41.410247999999996,,1,,0.11599999999999999,,,,,0.88184115,0,1,Kepler,0.79,5188.0,15.919,0.83,4.57
1160,Kepler-1380,b,2016,Transit,288.11605299999997,42.440422,,1,,0.128,,,,,10.3108245,0,1,Kepler,0.94,5570.0,15.619000000000002,0.96,4.48
1161,Kepler-1381,b,2016,Transit,287.53576400000003,48.727790999999996,,1,,0.201,,,,,25.3842686,0,1,Kepler,0.94,5747.0,15.535,0.96,4.48
1162,Kepler-1382,b,2016,Transit,295.377379,39.048031,,1,,0.168,,,,,16.3583055,0,1,Kepler,1.72,6161.0,12.683,1.36,4.1
1163,Kepler-1383,b,2016,Transit,297.944779,42.191882,,1,,0.126,,,,,13.9093583,0,1,Kepler,1.44,6370.0,13.716,1.26,4.23
1164,Kepler-1384,b,2016,Transit,296.215166,39.527049,,1,,0.17300000000000001,,,,,15.36262753,0,1,Kepler,0.74,4919.0,15.384,0.78,4.6
1165,Kepler-1386,b,2016,Transit,280.823394,42.636055999999996,,1,,0.111,,,,,6.73972381,0,1,Kepler,1.03,5733.0,14.455,1.02,4.41
1166,Kepler-1387,b,2016,Transit,292.440396,43.209431,,1,,0.083,,,,,2.27952666,0,1,Kepler,0.77,5046.0,14.589,0.82,4.58
1167,Kepler-1388,b,2016,Transit,283.33603999999997,47.174535,,1,,0.231,,,,,12.2854603,0,1,Kepler,0.61,4098.0,16.279,0.63,4.67
1168,Kepler-1388,c,2016,Transit,283.33603999999997,47.174535,,1,,0.20199999999999999,,,,,5.53608151,0,1,Kepler,0.61,4098.0,16.279,0.63,4.67
1169,Kepler-1388,e,2016,Transit,283.33603999999997,47.174535,,1,,0.21899999999999997,,,,,37.6327084,0,1,Kepler,0.61,4098.0,16.279,0.63,4.67
1170,Kepler-1389,b,2016,Transit,285.717427,44.758423,,1,,0.158,,,,,99.2530951,0,1,Kepler,0.74,5078.0,14.699000000000002,0.81,4.61
1171,Kepler-1390,b,2016,Transit,298.662345,48.248764,,1,,0.105,,,,,6.48021673,0,1,Kepler,0.98,5753.0,14.421,0.98,4.45
1172,Kepler-1407,b,2016,Transit,283.942432,41.4716,,1,,0.201,,,,,20.0711504,0,1,Kepler,1.15,6010.0,14.935,1.1,4.36
1173,Kepler-1408,b,2016,Transit,282.69994199999996,45.42577,,1,,0.079,,,,,2.99793191,0,1,Kepler,1.35,6170.0,12.003,1.21,4.25
1174,Kepler-1410,b,2016,Transit,290.510198,38.743544,,1,,0.159,,,,,60.866168,0,1,Kepler,0.6,4092.0,15.757,0.63,4.67
1175,Kepler-1411,b,2016,Transit,286.361579,42.963924,,1,,0.252,,,,,86.1150888,0,1,Kepler,0.92,5664.0,15.831,0.95,4.49
1176,Kepler-1412,b,2016,Transit,292.18012000000004,49.20248,,1,,0.07400000000000001,,,,,3.6146051,0,1,Kepler,1.27,5880.0,13.219000000000001,1.06,4.25
1177,Kepler-1413,b,2016,Transit,294.341649,46.498767,,1,,0.162,,,,,13.1829642,0,1,Kepler,0.8,5196.0,16.239,0.84,4.57
1178,Kepler-1415,b,2016,Transit,285.156913,47.873333,,1,,0.115,,,,,0.63642408,0,1,Kepler,0.84,5267.0,15.744000000000002,0.89,4.54
1179,Kepler-1398,b,2016,Transit,294.86618500000003,48.638985,,1,,0.08,,,,,2.78815679,0,1,Kepler,1.18,6126.0,13.71,1.13,4.34
1180,Kepler-1398,c,2016,Transit,294.86618500000003,48.638985,,1,,0.092,,,,,4.13827595,0,1,Kepler,1.18,6126.0,13.71,1.13,4.34
1181,Kepler-1399,b,2016,Transit,293.311681,46.041714,,1,,0.11199999999999999,,,,,1.63865306,0,1,Kepler,0.96,5735.0,15.49,0.97,4.47
1182,Kepler-1401,b,2016,Transit,287.466042,40.758452,,1,,0.15,,,,,11.20066445,0,1,Kepler,1.1,5964.0,14.982000000000001,1.07,4.39
1183,Kepler-1402,b,2016,Transit,291.847824,48.968132000000004,,1,,0.068,,,,,2.03387914,0,1,Kepler,0.87,5416.0,14.620999999999999,0.9,4.53
1184,Kepler-1403,b,2016,Transit,290.867707,38.960119,,1,,0.191,,,,,5.19492202,0,1,Kepler,1.15,6060.0,15.597999999999999,1.11,4.36
1185,Kepler-1404,b,2016,Transit,296.00943,50.498385999999996,,1,,0.179,,,,,15.9314739,0,1,Kepler,0.8,5261.0,15.687999999999999,0.84,4.56
1186,Kepler-1406,b,2016,Transit,292.081863,38.915023,,1,,0.098,,,,,11.62905828,0,1,Kepler,1.12,5892.0,13.255999999999998,1.05,4.36
1187,Kepler-1416,b,2016,Transit,298.663468,43.894073,,1,,0.079,,,,,1.49514952,0,1,Kepler,1.15,6019.0,14.22,1.09,4.35
1188,Kepler-1417,b,2016,Transit,290.949888,40.605215,,1,,0.08900000000000001,,,,,20.3505213,0,1,Kepler,1.02,5839.0,13.914000000000001,1.02,4.43
1189,Kepler-1419,b,2016,Transit,292.254635,37.97142,,1,,0.255,,,,,42.5215895,0,1,Kepler,1.01,5796.0,15.761,1.01,4.43
1190,Kepler-1420,b,2016,Transit,296.20381000000003,42.777832000000004,,1,,0.114,,,,,6.69960006,0,1,Kepler,0.79,5187.0,15.883,0.82,4.57
1191,Kepler-1421,b,2016,Transit,286.58059199999997,48.544197,,1,,0.083,,,,,6.9131112,0,1,Kepler,1.42,6335.0,12.788,1.25,4.23
1192,Kepler-1422,b,2016,Transit,293.890178,48.336121,,1,,0.18,,,,,18.6051942,0,1,Kepler,1.23,6194.0,15.665,1.15,4.32
1193,Kepler-1424,b,2016,Transit,290.991665,40.22932,,1,,0.10300000000000001,,,,,29.6091744,0,1,Kepler,1.07,5838.0,13.619000000000002,1.02,4.39
1194,Kepler-1425,b,2016,Transit,294.951036,43.012436,,1,,0.084,,,,,14.4541302,0,1,Kepler,0.95,5718.0,13.572000000000001,0.97,4.47
1195,Kepler-1426,b,2016,Transit,292.545764,49.416973,,1,,0.139,,,,,14.2563227,0,1,Kepler,1.02,5831.0,15.192,1.02,4.43
1196,Kepler-1427,b,2016,Transit,295.349667,45.114548,,1,,0.098,,,,,0.96897238,0,1,Kepler,1.01,5793.0,15.415,1.01,4.44
1197,WASP-76,b,2016,Transit,26.632746,2.700539,1.189,1,0.033,1.83,0.92,0.03,-0.03,2160.0,1.809886,0,0,SuperWASP,1.73,6250.0,9.5,1.46,4.13
1198,WASP-90,b,2016,Transit,315.531971,7.056235000000001,0.71,1,0.0562,1.63,0.63,0.07,-0.07,1840.0,3.916243,0,0,SuperWASP,1.98,6430.0,11.7,1.55,4.03
1199,Kepler-954,b,2016,Transit,295.859378,47.93951,,1,,0.207,,,,,16.78176602,0,1,Kepler,0.76,4990.0,12.970999999999998,0.82,4.59
1200,Kepler-955,b,2016,Transit,288.471458,40.269795,,1,,0.27899999999999997,,,,,14.53244172,0,1,Kepler,0.84,5350.0,14.625,0.89,4.54
1201,Kepler-956,b,2016,Transit,292.530806,49.061707,,1,,0.268,,,,,5.24867263,0,1,Kepler,1.15,6040.0,13.345,1.1,4.36
1202,Kepler-957,b,2016,Transit,290.156346,48.818996000000006,,1,,0.491,,,,,5.90741354,0,1,Kepler,0.75,4963.0,15.625,0.81,4.6
1203,Kepler-958,b,2016,Transit,287.256685,46.066769,,1,,0.184,,,,,9.7678805,0,1,Kepler,0.86,5421.0,13.765999999999998,0.91,4.53
1204,Kepler-959,b,2016,Transit,292.171168,40.811382,,1,,0.391,,,,,14.80074836,0,1,Kepler,2.01,7005.0,12.538,1.6,4.04
1205,Kepler-960,b,2016,Transit,281.457163,46.746468,,1,,0.204,,,,,3.12686223,0,1,Kepler,0.72,4755.0,13.884,0.77,4.61
1206,Kepler-961,b,2016,Transit,282.035496,43.631268,,1,,0.22699999999999998,,,,,16.87727414,0,1,Kepler,0.9,5582.0,14.100999999999999,0.96,4.51
1207,Kepler-962,b,2016,Transit,295.313145,46.237488,,1,,0.17600000000000002,,,,,12.05707239,0,1,Kepler,0.86,5478.0,13.575999999999999,0.93,4.54
1208,Kepler-964,b,2016,Transit,295.30009,40.556591,,1,,0.18899999999999997,,,,,13.5225106,0,1,Kepler,0.84,5427.0,13.895,0.93,4.55
1209,Kepler-965,b,2016,Transit,298.515338,41.891205,,1,,0.302,,,,,134.2527298,0,1,Kepler,1.15,5886.0,13.35,1.05,4.33
1210,Kepler-966,b,2016,Transit,297.270578,50.121811,,1,,0.368,,,,,99.747622,0,1,Kepler,1.02,5840.0,14.422,1.02,4.43
1211,Kepler-967,b,2016,Transit,286.558075,38.405359999999995,,1,,0.21,,,,,13.22713379,0,1,Kepler,0.8,5178.0,14.443,0.84,4.56
1212,Kepler-968,b,2016,Transit,285.602528,50.112038,,1,,0.17800000000000002,,,,,3.69298373,0,1,Kepler,0.7,4598.0,14.265,0.76,4.63
1213,Kepler-968,c,2016,Transit,285.602528,50.112038,,1,,0.151,,,,,5.70940492,0,1,Kepler,0.7,4598.0,14.265,0.76,4.63
1214,Kepler-969,b,2016,Transit,288.372508,47.933556,,1,,0.185,,,,,34.1731714,0,1,Kepler,0.82,5214.0,13.732999999999999,0.92,4.57
1215,Kepler-970,b,2016,Transit,289.62523,40.708726,,1,,0.247,,,,,16.73652231,0,1,Kepler,0.67,4511.0,14.786,0.7,4.64
1216,Kepler-971,b,2016,Transit,284.094587,41.182821000000004,,1,,0.19,,,,,9.59070716,0,1,Kepler,0.85,5431.0,13.237,0.88,4.54
1217,Kepler-972,b,2016,Transit,295.82870299999996,43.425495,,1,,0.415,,,,,7.03932553,0,1,Kepler,1.22,6146.0,14.915,1.15,4.33
1218,Kepler-973,b,2016,Transit,290.165258,49.923862,,1,,0.175,,,,,49.6077331,0,1,Kepler,0.78,5213.0,13.218,0.86,4.58
1219,Kepler-975,b,2016,Transit,290.54855,38.495275,,1,,0.132,,,,,1.97034246,0,1,Kepler,0.75,4897.0,14.437999999999999,0.8,4.59
1220,Kepler-976,b,2016,Transit,289.869641,46.729706,,1,,0.353,,,,,105.9564148,0,1,Kepler,0.83,5232.0,15.795,0.87,4.55
1221,Kepler-977,b,2016,Transit,291.51621,42.248196,,1,,0.23399999999999999,,,,,26.85328322,0,1,Kepler,0.83,5315.0,14.812000000000001,0.87,4.55
1222,Kepler-978,b,2016,Transit,286.710723,43.043453,,1,,0.267,,,,,49.6221509,0,1,Kepler,1.09,6002.0,13.429,1.07,4.38
1223,Kepler-980,b,2016,Transit,294.613008,45.060169,,1,,0.23800000000000002,,,,,11.55102504,0,1,Kepler,1.06,5935.0,14.138,1.05,4.41
1224,Kepler-981,b,2016,Transit,289.248907,47.650101,,1,,0.20600000000000002,,,,,4.46975774,0,1,Kepler,0.96,5718.0,14.769,0.98,4.47
1225,Kepler-982,b,2016,Transit,288.41767999999996,46.590427000000005,,1,,0.201,,,,,15.7738221,0,1,Kepler,1.29,6139.0,13.205,1.16,4.28
1226,Kepler-984,b,2016,Transit,296.958868,46.394127000000005,,1,,0.18899999999999997,,,,,43.0342272,0,1,Kepler,0.93,5610.0,13.534,0.96,4.49
1227,Kepler-1008,b,2016,Transit,296.547525,44.941933,,1,,0.114,,,,,12.43931193,0,1,Kepler,0.78,5066.0,13.395,0.81,4.56
1228,Kepler-1009,b,2016,Transit,282.85992999999996,42.665764,,1,,0.19399999999999998,,,,,11.35011917,0,1,Kepler,0.57,4027.0,15.277999999999999,0.59,4.7
1229,Kepler-1010,b,2016,Transit,289.192636,44.149326,,1,,0.207,,,,,34.2685705,0,1,Kepler,0.82,5253.0,14.685,0.86,4.55
1230,Kepler-1011,b,2016,Transit,297.401546,46.824001,,1,,0.256,,,,,5.75322197,0,1,Kepler,0.88,5416.0,15.196,0.91,4.52
1231,Kepler-1012,b,2016,Transit,289.29627,46.457954,,1,,0.115,,,,,5.50860439,0,1,Kepler,0.91,5556.0,13.317,0.95,4.5
1232,Kepler-985,b,2016,Transit,290.144308,44.049953,,1,,0.266,,,,,116.331901,0,1,Kepler,0.85,5434.0,14.767000000000001,0.91,4.54
1233,Kepler-986,b,2016,Transit,293.094007,42.896431,,1,,0.21100000000000002,,,,,56.4349938,0,1,Kepler,0.98,5642.0,13.668,0.96,4.43
1234,Kepler-987,b,2016,Transit,289.41107,46.130848,,1,,0.29100000000000004,,,,,105.3033148,0,1,Kepler,0.91,5637.0,14.985999999999999,0.97,4.51
1235,Kepler-989,b,2016,Transit,281.582909,47.233631,,1,,0.19699999999999998,,,,,7.96431535,0,1,Kepler,0.78,5074.0,14.425,0.82,4.58
1236,Kepler-990,b,2016,Transit,297.938209,46.881393,,1,,0.23199999999999998,,,,,9.91723428,0,1,Kepler,1.08,5948.0,14.498,1.05,4.39
1237,Kepler-990,c,2016,Transit,297.938209,46.881393,,1,,0.136,,,,,0.53835431,0,1,Kepler,1.08,5948.0,14.498,1.05,4.39
1238,Kepler-991,b,2016,Transit,297.09065499999997,49.626571999999996,,1,,0.22699999999999998,,,,,82.5342519,0,1,Kepler,0.61,4392.0,15.187000000000001,0.64,4.67
1239,Kepler-993,b,2016,Transit,292.614101,44.394661,,1,,0.265,,,,,22.08557563,0,1,Kepler,0.54,3843.0,15.967,0.57,4.72
1240,Kepler-994,b,2016,Transit,289.072225,47.407070000000004,,1,,0.14300000000000002,,,,,1.15116651,0,1,Kepler,0.54,3934.0,14.44,0.56,4.72
1241,Kepler-995,b,2016,Transit,284.615727,39.131038000000004,,1,,0.24100000000000002,,,,,28.26731672,0,1,Kepler,0.8,5206.0,14.907,0.83,4.57
1242,Kepler-996,b,2016,Transit,291.91278900000003,41.533611,,1,,0.177,,,,,3.77059058,0,1,Kepler,1.14,6014.0,14.668,1.09,4.36
1243,Kepler-998,b,2016,Transit,296.754151,49.208744,,1,,0.207,,,,,5.65377733,0,1,Kepler,1.18,6058.0,14.377,1.12,4.34
1244,Kepler-999,b,2016,Transit,299.66046600000004,46.198418,,1,,0.209,,,,,5.99185702,0,1,Kepler,1.65,6237.0,12.239,1.29,4.11
1245,Kepler-1000,b,2016,Transit,286.685523,47.098221,,1,,0.425,,,,,120.0181272,0,1,Kepler,1.51,6453.0,13.255999999999998,1.4,4.23
1246,Kepler-1001,b,2016,Transit,286.273871,48.618706,,1,,0.281,,,,,14.30511983,0,1,Kepler,0.88,5491.0,15.338,0.9,4.52
1247,Kepler-1002,b,2016,Transit,293.079495,43.073715,,1,,0.153,,,,,4.33642933,0,1,Kepler,1.57,6144.0,11.704,1.22,4.13
1248,Kepler-1003,b,2016,Transit,292.020456,44.876217,,1,,0.159,,,,,3.55485691,0,1,Kepler,1.17,6109.0,14.052999999999999,1.11,4.35
1249,Kepler-1004,b,2016,Transit,297.359299,49.79755,,1,,0.56,,,,,5.28789787,0,1,Kepler,3.39,4972.0,13.427,1.11,3.43
1250,Kepler-1005,b,2016,Transit,286.286014,43.320461,,1,,0.134,,,,,6.49801525,0,1,Kepler,1.06,5782.0,13.25,1.0,4.38
1251,Kepler-1006,b,2016,Transit,295.754127,42.537476,,1,,0.13699999999999998,,,,,19.76172042,0,1,Kepler,0.74,5328.0,14.562999999999999,0.78,4.59
1252,Kepler-1007,b,2016,Transit,295.906552,45.80912,,1,,0.128,,,,,5.18500207,0,1,Kepler,0.7,4587.0,14.744000000000002,0.73,4.62
1253,Kepler-1013,b,2016,Transit,290.24807200000004,44.435241999999995,,1,,0.192,,,,,18.93054959,0,1,Kepler,0.76,4954.0,14.417,0.81,4.59
1254,Kepler-1014,b,2016,Transit,285.122033,44.110603000000005,,1,,0.213,,,,,16.57110363,0,1,Kepler,0.84,5388.0,14.64,0.88,4.54
1255,Kepler-1015,b,2016,Transit,292.75732999999997,43.42691,,1,,0.317,,,,,16.00494214,0,1,Kepler,1.81,6769.0,12.818,1.49,4.09
1256,Kepler-1016,b,2016,Transit,294.613645,45.984623,,1,,0.19399999999999998,,,,,1.95452434,0,1,Kepler,1.0,5821.0,15.356,0.99,4.44
1257,Kepler-1016,c,2016,Transit,294.613645,45.984623,,1,,0.32799999999999996,,,,,105.6551369,0,1,Kepler,1.0,5821.0,15.356,0.99,4.44
1258,Kepler-1017,b,2016,Transit,283.469362,40.132607,,1,,0.17800000000000002,,,,,7.23400469,0,1,Kepler,0.87,5473.0,14.139000000000001,0.93,4.53
1259,Kepler-1018,b,2016,Transit,283.596696,45.407879,,1,,0.23,,,,,49.1013514,0,1,Kepler,0.88,5518.0,15.040999999999999,0.91,4.52
1260,Kepler-1019,b,2016,Transit,283.71752599999996,47.204449,,1,,0.13,,,,,1.41122985,0,1,Kepler,0.67,4433.0,13.59,0.7,4.64
1261,Kepler-1020,b,2016,Transit,292.672551,46.377421999999996,,1,,0.203,,,,,96.9151496,0,1,Kepler,0.8,5227.0,14.030999999999999,0.87,4.57
1262,Kepler-1021,b,2016,Transit,295.204905,42.559681,,1,,0.20800000000000002,,,,,13.47469571,0,1,Kepler,0.86,5431.0,15.164000000000001,0.89,4.53
1263,Kepler-1022,b,2016,Transit,289.35200499999996,46.973728,,1,,0.21100000000000002,,,,,10.99469878,0,1,Kepler,0.68,4445.0,15.389000000000001,0.71,4.64
1264,Kepler-1023,b,2016,Transit,289.029742,49.769707000000004,,1,,0.235,,,,,62.1387714,0,1,Kepler,0.89,5494.0,14.52,0.93,4.51
