,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2
0,178.110794,0.0,11.87405294,0.0,11h52m26.59s,4.254747,0.0,+04d15m17.1s,268.74231000000003,0.0,63.14119,0.0,176.573668,0.0,3.152381,0.0,1,,,,,0,,,,,0,-42.9,3.4,,-22.5,3.9,,48.4,3.5,,1,,,,,0,,,,15.49,0.06,0.0,14.663,0.05,0.0,,,,,,,13.067,0.024,0,12.555,0.023,0,12.495,0.026000000000000002,0,12.462,0.024,0.0,12.499,0.024,0.0,11.845999999999998,,-1.0,8.853,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.663,0.05,0.0,V (Johnson),13,,,,0.8270000000000001,0.078,0.0,,,,,,,0.512,0.033,0,0.06,0.035,0,0.5720000000000001,0.035,0,,,,,,,,,,4,,,,0,5131.0,69.0,-65.0,0,2,,,,,1,-0.46,0.2,-0.14,0.0,1,[Fe/H],,,,,0,0.68,0.06,-0.03,0,2,0.72,0.06,-0.03,0,2,,,,,0,,,,,0,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-15 b,K2-15,b,1,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Montet et al. 2015,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-15_b/,,11.8104,0.00204,-0.00204,0.0,2.0,0.091,0.0018,-0.0018,0.0,2.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.221,0.027000000000000003,-0.027000000000000003,0.0,2.48,0.3,-0.3,0.0,0.023,0.003,-0.003,0.0,2.0,,,,,0.0,676.0,26.0,-26.0,0.0,1.0,,,,,1.0,0.121,,,0.0,1.0,,,,,1.0,2456811.8509,0.0076,-0.0076,0.0,2.0,BJD,,,,,0.0,,,,,0.0,28.84,1.98,-1.98,0.0,1.0,,,,,1.0,,,,,,,,22.0,7.0,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,
1,175.09726,0.0,11.67315063,0.0,11h40m23.34s,4.55734,0.0,+04d33m26.4s,262.911973,0.0,61.777078,0.0,173.6931,0.0,2.235777,0.0,1,,,,,0,,,,,0,-3.8,3.2,,21.8,3.9,,22.1,3.9,,1,,,,,0,,,,15.647,0.04,0.0,14.67,0.04,0.0,,,,,,,12.764000000000001,0.026000000000000002,0,12.207,0.027000000000000003,0,12.087,0.023,0,12.061,0.023,0.0,12.097999999999999,0.023,0.0,12.341,0.462,0.0,8.995,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67,0.04,0.0,V (Johnson),14,,,,0.9990000000000001,0.040999999999999995,0.0,,,,,,,0.557,0.037000000000000005,0,0.12,0.035,0,0.677,0.035,0,,,,,,,,,,4,K3 V,,0.0,1,4742.0,60.0,-60.0,0,3,4.51,0.1,-0.1,0.0,2,-0.33,0.04,-0.04,0.0,2,[Fe/H],,,,,0,0.66,0.03,-0.03,0,3,0.68,0.03,-0.03,0,3,,,,,0,,,,,0,2.0,1.0,-1.0,0.0,1,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-16 b,K2-16,b,2,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Sinukoff et al. 2016,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-16_b/,,7.6188,0.00087,-0.00087,0.0,3.0,0.0667,0.0011,-0.0011,0.0,3.0,87.97,1.47,-1.86,0.0,1.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.18,0.021,-0.021,0.0,2.02,0.24,-0.24,0.0,0.019,0.002,-0.002,0.0,3.0,,,,,0.0,658.0,19.0,-19.0,0.0,2.0,44.5,5.2,-5.2,0.0,2.0,,,,,0.0,0.103625,0.0159167,-0.009375,0.0,2.0,2456811.6871,0.0038,-0.0038,0.0,3.0,BJD-TDB,0.68,0.18,-0.43,0.0,1.0,,,,,0.0,19.0,6.08,-6.44,0.0,2.0,0.027960000000000002,0.0036299999999999995,-0.00259,0.0,2.0,,,,,,,,37.0,8.0,2016-07-07,,,,,,,,,,,,,,,,,,,,,,,
2,178.329773,0.0,11.88865153,0.0,11h53m19.15s,6.412261,0.0,+06d24m44.1s,266.619567,0.0,65.102113,0.0,175.911673,0.0,5.217943,0.0,1,,,,,0,,,,,0,-21.3,1.8,,13.4,2.2,,25.2,1.9,,1,,,,,0,,,,14.819,0.06,0.0,13.519,0.04,0.0,,,,,,,11.075999999999999,0.024,0,10.436,0.023,0,10.308,0.021,0,10.216000000000001,0.022000000000000002,0.0,10.264000000000001,0.02,0.0,10.122,0.071,0.0,8.658,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.519,0.04,0.0,V (Johnson),13,,,,1.3,0.07200000000000001,0.0,,,,,,,0.64,0.033,0,0.128,0.031,0,0.768,0.032,0,,,,,,,,,,4,,,,0,4320.0,56.0,-47.0,0,4,,,,,2,0.15,0.09,-0.22,0.0,2,[Fe/H],,,,,0,0.66,0.02,-0.03,0,4,0.71,0.02,-0.05,0,4,,,,,0,,,,,0,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-17 b,K2-17,b,1,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Montet et al. 2015,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-17_b/,,17.96753,0.00152,-0.00152,0.0,4.0,0.119,0.002,-0.002,0.0,3.0,,,,,2.0,,,,,0.0,,,,,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.19899999999999998,0.018000000000000002,-0.018000000000000002,0.0,2.23,0.2,-0.2,0.0,0.02,0.002,-0.002,0.0,4.0,,,,,0.0,487.0,10.0,-10.0,0.0,1.0,,,,,2.0,0.099,,,0.0,1.0,,,,,1.0,2456817.9462,0.0035,-0.0035,0.0,4.0,BJD,,,,,0.0,,,,,0.0,39.38,0.85,-0.85,0.0,3.0,,,,,3.0,,,,,,,,46.0,9.0,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,
3,172.56045500000002,0.0,11.50403035,0.0,11h30m14.51s,7.5883910000000006,0.0,+07d35m18.2s,254.632404,0.0,62.575726,0.0,170.171253,0.0,4.020045,0.0,1,,,,,0,34.0,4.0,-4.0,0.0,1,,,,,,,,,,0,0.65,0.0,-0.0,0.0,1,,,,15.005,0.06,0.0,13.495999999999999,0.05,0.0,,,,,,,9.763,0.027999999999999997,0,9.135,0.026000000000000002,0,8.899,0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.495999999999999,0.05,0.0,V (Johnson),9,,,,1.5090000000000001,0.078,0.0,,,,,,,0.628,0.038,0,0.23600000000000002,0.032,0,0.8640000000000001,0.034,0,,,,,,,,,,4,M2.5 V,,0.0,1,3457.0,39.0,-39.0,0,4,,,,0.0,1,,,,0.0,2,,,,,0.0,0,0.41,0.04,-0.04,0,4,0.36,0.05,-0.05,0,4,,,,0.0,1,,,,,0,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-18 b,K2-18,b,2,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Cloutier et al. 2017,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,http://exoplanet.eu/catalog/k2-18_b/,,32.93963,0.0001,-0.0001,0.0,4.0,0.143,0.006,-0.006,0.0,4.0,89.579,0.008,-0.009000000000000001,0.0,2.0,,,,0.0,0.0,0.43,,,1.0,2.0,,,,0.0,0.0,3.18,0.71,-0.71,0.0,1.0,,,,,,,,,,0.0,,,,0.0,0.0,0.02504,0.00601,-0.00601,0.0,7.96,1.91,-1.91,0.0,1.0,0.02504,0.00601,-0.00601,0.0,7.96,1.91,-1.91,0.0,1.0,Mass,0.212,0.02,-0.02,0.0,2.38,0.22,-0.22,0.0,0.022000000000000002,0.002,-0.002,0.0,4.0,3.3,1.2,-1.2,0.0,1.0,235.0,9.0,-9.0,0.0,2.0,,,,0.0,2.0,,,,0.0,1.0,,,,0.0,2.0,2457264.39157,0.00059,-0.00059,0.0,4.0,BJD,,,,0.0,1.0,,,,0.0,0.0,,,,0.0,1.0,,,,0.0,2.0,,,,,,,,50.0,9.0,2017-12-21,,,,,,,,,,,,,,,,,,,,,4.21,0.525,-0.525
4,174.96031200000002,0.0,11.66402079,0.0,11h39m50.47s,0.603575,0.0,+00d36m12.9s,267.029422,0.0,58.393572,0.0,175.134912,0.0,-1.448373,0.0,1,,,,,0,,,,,0,-18.7,1.7,,4.5,2.0,,19.2,1.7,,1,7.23,0.01,-0.01,0.0,1,,,,13.798,0.02,0.0,13.0,0.01,0.0,,,,,,,11.595999999999998,0.024,0,11.208,0.021,0,11.161,0.026000000000000002,0,11.105,0.023,0.0,11.152000000000001,0.021,0.0,10.922,0.11800000000000001,0.0,8.978,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.01,0.0,V (Johnson),15,,,,0.7959999999999999,0.022000000000000002,0.0,,,,,,,0.38799999999999996,0.032,0,0.047,0.033,0,0.435,0.035,0,,,,,,,,,,4,G9 V,,0.0,1,5430.0,60.0,-60.0,0,8,4.63,0.1,-0.1,0.0,7,0.1,0.04,-0.04,0.0,7,[Fe/H],,,,,0,0.86,0.04,-0.04,0,8,0.93,0.05,-0.05,0,8,,,,,1,,,,,0,2.0,,,1.0,3,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-19 c,K2-19,c,3,1,0,3,Transit,2015,Dai et al. 2016,2015-08,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Sinukoff et al. 2016,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-19_c/,,11.90715,0.0015,-0.0015,0.0,8.0,0.0971,0.0016,-0.0016,0.0,5.0,87.99,1.42,-1.99,0.0,4.0,,,,,0.0,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,2.0,,0.434,0.055,-0.039,0.0,4.86,0.62,-0.44,0.0,0.045,0.006,-0.004,0.0,8.0,,,,,2.0,745.0,21.0,-21.0,0.0,2.0,73.1,8.4,-8.4,0.0,3.0,,,,,0.0,0.182125,0.039125,-0.0165,0.0,3.0,2456817.2755,0.0051,-0.0051,0.0,7.0,BJD-TDB,0.63,0.2,-0.39,0.0,2.0,,,,,0.0,18.1,5.06,-6.18,0.0,4.0,0.04727,0.005679999999999999,-0.00352,0.0,6.0,,,,,,,,99.0,13.0,2016-07-07,,,,,,,,,,,,,,,,,,,,,,,
5,172.121964,0.0,11.47479757,0.0,11h28m29.27s,1.690636,0.0,+01d41m26.3s,261.428425,0.0,57.716802,0.0,172.09753899999998,0.0,-1.571772,0.0,1,,,,,0,,,,,0,-73.5,1.9,,-3.0,1.4,,73.6,1.9,,1,8.2,0.0,-0.0,0.0,1,,,,13.138,0.11,0.0,12.418,0.02,0.0,,,,,,,11.059000000000001,0.023,0,10.75,0.022000000000000002,0,10.645,0.021,0,10.638,0.023,0.0,10.692,0.021,0.0,10.546,0.095,0.0,8.92,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.418,0.02,0.0,V (Johnson),13,,,,0.72,0.11199999999999999,0.0,,,,,,,0.309,0.032,0,0.105,0.03,0,0.414,0.031,0,,,,,,,,,,4,,,,0,5620.0,70.0,-70.0,0,4,4.5,0.08,-0.08,0.0,3,-0.07,0.07,-0.07,0.0,3,[Fe/H],,,,,0,0.98,0.08,-0.08,0,4,0.92,0.05,-0.05,0,4,1.38,0.34,-0.34,0.0,1,,,,,0,3.0,1.0,-1.0,0.0,1,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-10 b,K2-10,b,1,1,0,3,Transit,2015,Montet et al. 2015,2015-08,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Van Eylen et al. 2016,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-10_b/,,19.3044,0.0012,-0.0012,0.0,4.0,,,,,2.0,,,,,1.0,,,,,0.0,0.31,0.16,-0.18,0.0,1.0,,,,,0.0,7.3,4.6,-4.2,0.0,1.0,,,,,,,,,,,,,,,0.0,0.08495,0.053489999999999996,-0.050339999999999996,0.0,27.0,17.0,-16.0,0.0,1.0,0.08495,0.053489999999999996,-0.050339999999999996,0.0,27.0,17.0,-16.0,0.0,1.0,Mass,0.34299999999999997,0.031,-0.03,0.0,3.84,0.35,-0.34,0.0,0.035,0.003,-0.003,0.0,4.0,2.6,2.1,-1.6,0.0,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,2456819.5814,0.0021,-0.0021,0.0,4.0,BJD,0.4,0.27,-0.27,0.0,1.0,,,,,0.0,28.7,2.6,-3.1,0.0,3.0,0.0357,0.0017,-0.0009,0.0,3.0,,,,,,,,49.0,9.0,2016-02-11,,,,,,,,,,,,,,,,,,,,,,,
6,173.192032,0.0,11.54613546,0.0,11h32m46.09s,2.244884,0.0,+02d14m41.6s,262.463031,0.0,58.791337,0.0,172.861649,0.0,-0.640512,0.0,1,,,,,0,,,,,0,-33.2,1.6,,-47.1,1.3,,57.6,1.4,,1,,,,,0,,,,12.99,0.09,0.0,12.258,0.01,0.0,,,,,,,10.982999999999999,0.023,0,10.712,0.023,0,10.605,0.024,0,10.582,0.024,0.0,10.630999999999998,0.021,0.0,10.589,0.095,0.0,8.982000000000001,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.258,0.01,0.0,V (Johnson),13,,,,0.732,0.091,0.0,,,,,,,0.271,0.033,0,0.107,0.033,0,0.37799999999999995,0.033,0,,,,,,,,,,4,,,,0,5800.0,53.0,-90.0,0,3,,,,,2,0.03,0.13,-0.17,0.0,2,[Fe/H],,,,,0,1.01,0.27,-0.09,0,3,1.01,0.05,-0.06,0,3,,,,,0,,,,,0,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-12 b,K2-12,b,1,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Montet et al. 2015,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-12_b/,,8.28212,0.0006,-0.0006,0.0,3.0,0.0802,0.0021,-0.0021,0.0,2.0,,,,,1.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.20800000000000002,0.052000000000000005,-0.052000000000000005,0.0,2.33,0.58,-0.58,0.0,0.021,0.005,-0.005,0.0,3.0,,,,,0.0,1003.0,121.0,-121.0,0.0,1.0,,,,,1.0,0.042,,,0.0,1.0,,,,,1.0,2456815.3734,0.0054,-0.0054,0.0,3.0,BJD,,,,,0.0,,,,,0.0,17.47,5.05,-5.05,0.0,2.0,,,,,2.0,,,,,,,,33.0,8.0,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,
7,178.057022,0.0,11.87046814,0.0,11h52m13.69s,2.594245,0.0,+02d35m39.3s,270.39901499999996,0.0,61.667552,0.0,177.185703,0.0,1.607639,0.0,1,,,,,0,,,,,0,-34.1,2.9,,-14.1,3.2,,36.9,2.9,,1,,,,,0,,,,17.736,0.16,0.0,16.31,0.07,0.0,,,,,,,13.415999999999999,0.027000000000000003,0,12.772,0.021,0,12.610999999999999,0.031,0,12.53,0.024,0.0,12.569,0.026000000000000002,0.0,11.907,,-1.0,8.967,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.31,0.07,0.0,V (Johnson),13,,,,1.426,0.175,0.0,,,,,,,0.644,0.034,0,0.161,0.037000000000000005,0,0.805,0.040999999999999995,0,,,,,,,,,,4,,,,0,3789.0,17.0,-16.0,0,3,,,,,1,-0.37,0.03,-0.04,0.0,1,[Fe/H],,,,,0,0.45,0.01,-0.01,0,3,0.47,0.01,-0.01,0,3,,,,,0,,,,,0,,,,,0,,,,0,,,,0,,,,0,0,0,0,0,0,3,0,,,,K2-14 b,K2-14,b,1,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Montet et al. 2015,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/k2-14_b/,,8.36802,0.00019,-0.00019,0.0,3.0,0.0627,0.0006,-0.0006,0.0,3.0,,,,,1.0,,,,,0.0,,,,,1.0,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,0.429,0.037000000000000005,-0.037000000000000005,0.0,4.81,0.42,-0.42,0.0,0.044000000000000004,0.004,-0.004,0.0,3.0,,,,,0.0,488.0,8.0,-8.0,0.0,1.0,,,,,2.0,0.943,,,0.0,1.0,,,,,1.0,2456811.4513,0.0013,-0.0013,0.0,3.0,BJD,,,,,0.0,,,,,0.0,30.16,0.69,-0.69,0.0,2.0,,,,,2.0,,,,,,,,35.0,8.0,2015-07-16,,,,,,,,,,,,,,,,,,,,,,,
8,353.955353,5e-06,23.59702352,3.5e-07,23h35m49.28s,0.44551599999999997,4e-06,+00d26m43.9s,86.461145,1.2e-05,-56.972882999999996,6e-06,354.627489,6e-06,2.809767,5e-06,3,18.1,1.72,-1.72,0.0,3,55.2,5.4,-5.4,0.0,3,-234.1,1.3,0.0,-186.1,1.4,0.0,299.1,1.3,0.0,3,-3.06,0.12,-0.12,0.0,1,,,,11.08,0.01,0.0,10.19,0.009000000000000001,0.0,9.71,0.03,0.0,9.25,0.03,0.0,8.604,0.021,0,8.14,0.033,0,8.029,0.021,0,7.996,0.024,0.0,8.078,0.02,0.0,8.019,0.021,0.0,7.877999999999999,0.19899999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19,0.009000000000000001,0.0,V (Johnson),18,,,,0.89,0.013999999999999999,0.0,,,,,,,0.46399999999999997,0.039,0,0.111,0.039,0,0.575,0.03,0,,,,,,,,,,6,K1,,0.0,1,5089.0,50.0,-50.0,0,1,4.59,0.03,-0.03,0.0,1,-0.16,0.08,-0.08,0.0,1,[M/H],,,,,0,0.72,0.02,-0.02,0,1,0.78,0.03,-0.03,0,1,2.97,0.32,-0.32,0.0,1,2.0,,,,0,2.0,,,1.0,1,,,,0,,,,0,,,,0,1,0,1,0,0,3,0,,HIP 116454,,HIP 116454 b,HIP 116454,b,1,1,0,3,Transit,2014,Vanderburg et al. 2015,2015-02,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Vanderburg et al. 2015,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,http://exoplanet.eu/catalog/hip_116454_b/,,9.1205,0.0005,-0.0005,0.0,1.0,0.0906,0.0049,-0.0049,,1.0,88.43,0.4,-0.4,0.0,1.0,,,,,0.0,0.205,0.072,-0.072,0.0,1.0,-59.1,16.7,-16.7,0.0,1.0,4.41,0.5,-0.5,0.0,1.0,,,,,,,,,,,,,,,0.0,0.037,0.004,-0.004,0.0,11.82,1.33,-1.33,0.0,1.0,0.037,0.004,-0.004,0.0,11.82,1.33,-1.33,0.0,1.0,Mass,0.226,0.016,-0.016,0.0,2.53,0.18,-0.18,0.0,0.023,0.002,-0.002,0.0,1.0,4.17,1.08,-1.08,0.0,1.0,690.0,14.0,-14.0,0.0,1.0,,,,,0.0,0.0967,0.0109,-0.0109,0.0,1.0,,,,,0.0,2456907.89,0.03,-0.03,0.0,1.0,BJD,0.65,0.17,-0.17,0.0,1.0,,,,,0.0,27.22,1.14,-1.14,0.0,1.0,0.0311,0.0017,-0.0017,0.0,1.0,,,,,,,,21.0,13.0,2014-12-19,16.23,0.24,-0.24,0.0,61.63,0.93,-0.9,0.0,-232.8,0.2,0.0,-187.6,0.1,0.0,299.0,0.2,0.0,9.861,,0.0,1.64,0.183,-0.183
